Date (UTC),Request ID,Correlation ID,User ID,User,Username,User type,Cross tenant access type,Incoming token type,Authentication Protocol,Unique token identifier,Client credential type,Application,Application ID ,Resource,Resource ID ,Resource tenant ID,Home tenant ID,Home tenant name,IP address,Location,Status,Sign-in error code,Failure reason,Client app,Device ID,Browser,Operating System,Compliant,Managed,Join Type,MFA result,MFA auth method,MFA auth detail,Authentication requirement,Sign-in identifier,IP address (seen by resource),Autonomous system  number,Flagged for review,Token issuer type,Incoming token type,Token issuer name,Latency,Conditional Access
2022-05-10T13:38:13Z,55aee80d-fead-4d6f-91fd-63155b541101,b512c779-d083-4883-8f60-11d0bf588c9d,cedce65b-57e2-4278-bb47-cbdd98121a77,Allan Deyoung,alland@contoso.OnMicrosoft.com,member,none,primaryRefreshToken,none,NTVhZWU4MGQtZmVhZC00ZDZmLTkxZmQtNjMxNTViNTQxMTAx,none,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams Chat Aggregator,b1379a75-ce5e-4fa3-80c6-89bb39bf646c,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,,50.101.150.217,"Oakville, Ontario, CA",Success,,Other.,Mobile Apps and Desktop clients,932baf05-3636-4e6a-b78a-030de920daf6,Edge 18.19044,Windows 10,FALSE,FALSE,Azure AD joined,MFA requirement satisfied by claim in the token,,,Single-factor authentication,,,577,FALSE,Azure AD,Primary refresh token,,105,Not Applied
2022-05-10T13:10:01Z,4d429090-7bd3-45e1-a7f9-438001b72d01,3ab1222f-cbb2-44a3-ba39-1fa8f551fd5b,cedce65b-57e2-4278-bb47-cbdd98121a77,Allan Deyoung,alland@contoso.OnMicrosoft.com,member,none,primaryRefreshToken,none,NGQ0MjkwOTAtN2JkMy00NWUxLWE3ZjktNDM4MDAxYjcyZDAx,none,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Skype Presence Service,1e70cd27-4707-4589-8ec5-9bd20c472a46,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,,50.101.150.217,"Oakville, Ontario, CA",Success,,Other.,Mobile Apps and Desktop clients,932baf05-3636-4e6a-b78a-030de920daf6,Edge 18.19044,Windows 10,FALSE,FALSE,Azure AD joined,MFA requirement satisfied by claim in the token,,,Single-factor authentication,,,577,FALSE,Azure AD,Primary refresh token,,132,Not Applied
2022-05-10T13:03:48Z,60fe9083-2231-433e-a739-be4a158a3501,d4ba0257-32d5-4a56-a987-59b2557ca202,cedce65b-57e2-4278-bb47-cbdd98121a77,Allan Deyoung,alland@contoso.OnMicrosoft.com,member,none,primaryRefreshToken,none,NjBmZTkwODMtMjIzMS00MzNlLWE3MzktYmU0YTE1OGEzNTAx,none,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams Services,cc15fd57-2c6c-4117-a88c-83b1d56b4bbe,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,,50.101.150.217,"Oakville, Ontario, CA",Success,,Other.,Mobile Apps and Desktop clients,932baf05-3636-4e6a-b78a-030de920daf6,Edge 18.19044,Windows 10,FALSE,FALSE,Azure AD joined,MFA requirement satisfied by claim in the token,,,Single-factor authentication,,,577,FALSE,Azure AD,Primary refresh token,,109,Not Applied
2022-05-10T12:52:00Z,33036a1f-b1d4-4f5c-afb3-94209242ce00,b1bdf5d4-eb46-4a90-a7f0-e624a59bca60,cedce65b-57e2-4278-bb47-cbdd98121a77,Allan Deyoung,alland@contoso.OnMicrosoft.com,member,none,primaryRefreshToken,none,MzMwMzZhMWYtYjFkNC00ZjVjLWFmYjMtOTQyMDkyNDJjZTAw,none,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Office 365 Exchange Online,00000002-0000-0ff1-ce00-000000000000,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,,50.101.150.217,"Oakville, Ontario, CA",Success,,Other.,Mobile Apps and Desktop clients,932baf05-3636-4e6a-b78a-030de920daf6,Edge 18.19044,Windows 10,FALSE,FALSE,Azure AD joined,MFA requirement satisfied by claim in the token,,,Single-factor authentication,,,577,FALSE,Azure AD,Primary refresh token,,97,Not Applied
2022-05-10T12:32:16Z,9091c44a-fbf1-443c-8c17-35e2928a0801,f5ac5b98-23c9-4793-ba28-d3185d17ecfd,cedce65b-57e2-4278-bb47-cbdd98121a77,Allan Deyoung,alland@contoso.OnMicrosoft.com,member,none,primaryRefreshToken,none,OTA5MWM0NGEtZmJmMS00NDNjLThjMTctMzVlMjkyOGEwODAx,none,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams Chat Aggregator,b1379a75-ce5e-4fa3-80c6-89bb39bf646c,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,,50.101.150.217,"Oakville, Ontario, CA",Success,,Other.,Mobile Apps and Desktop clients,932baf05-3636-4e6a-b78a-030de920daf6,Edge 18.19044,Windows 10,FALSE,FALSE,Azure AD joined,MFA requirement satisfied by claim in the token,,,Single-factor authentication,,,577,FALSE,Azure AD,Primary refresh token,,90,Not Applied
2022-05-10T12:13:01Z,4ee1559f-2ccc-4ddf-97dd-5c4298541000,fb44697a-4383-46ba-b1f8-bd324a65dd89,cedce65b-57e2-4278-bb47-cbdd98121a77,Allan Deyoung,alland@contoso.OnMicrosoft.com,member,none,primaryRefreshToken,none,NGVlMTU1OWYtMmNjYy00ZGRmLTk3ZGQtNWM0Mjk4NTQxMDAw,none,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Skype Presence Service,1e70cd27-4707-4589-8ec5-9bd20c472a46,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,,50.101.150.213,"Oakville, Ontario, CA",Success,,Other.,Mobile Apps and Desktop clients,932baf05-3636-4e6a-b78a-030de920daf6,Edge 18.19044,Windows 10,FALSE,FALSE,Azure AD joined,MFA requirement satisfied by claim in the token,,,Single-factor authentication,,,577,FALSE,Azure AD,Primary refresh token,,107,Not Applied
2022-05-10T12:07:47Z,0f89e997-0764-41af-8f01-615edda0df00,61f86fc3-232b-4f4c-baeb-00cb56198268,cedce65b-57e2-4278-bb47-cbdd98121a77,Allan Deyoung,alland@contoso.OnMicrosoft.com,member,none,primaryRefreshToken,none,MGY4OWU5OTctMDc2NC00MWFmLThmMDEtNjE1ZWRkYTBkZjAw,none,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams Services,cc15fd57-2c6c-4117-a88c-83b1d56b4bbe,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,,50.101.150.213,"Oakville, Ontario, CA",Success,,Other.,Mobile Apps and Desktop clients,932baf05-3636-4e6a-b78a-030de920daf6,Edge 18.19044,Windows 10,FALSE,FALSE,Azure AD joined,MFA requirement satisfied by claim in the token,,,Single-factor authentication,,,577,FALSE,Azure AD,Primary refresh token,,79,Not Applied
2022-05-10T11:52:00Z,a710e6f2-415c-4206-b551-3782c4ceca00,b4c5652f-1631-40df-8811-41025f75444f,cedce65b-57e2-4278-bb47-cbdd98121a77,Allan Deyoung,alland@contoso.OnMicrosoft.com,member,none,primaryRefreshToken,none,YTcxMGU2ZjItNDE1Yy00MjA2LWI1NTEtMzc4MmM0Y2VjYTAw,none,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Office 365 Exchange Online,00000002-0000-0ff1-ce00-000000000000,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,,50.101.150.213,"Oakville, Ontario, CA",Success,,Other.,Mobile Apps and Desktop clients,932baf05-3636-4e6a-b78a-030de920daf6,Edge 18.19044,Windows 10,FALSE,FALSE,Azure AD joined,MFA requirement satisfied by claim in the token,,,Single-factor authentication,,,577,FALSE,Azure AD,Primary refresh token,,79,Not Applied
2022-05-10T11:51:50Z,0ed864a6-4709-4740-a1d9-bae55b812f01,7529bc29-b072-4801-81b4-cec332f5b2b3,cedce65b-57e2-4278-bb47-cbdd98121a77,Allan Deyoung,alland@contoso.OnMicrosoft.com,member,none,primaryRefreshToken,none,MGVkODY0YTYtNDcwOS00NzQwLWExZDktYmFlNTViODEyZjAx,none,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Office 365 Exchange Online,00000002-0000-0ff1-ce00-000000000000,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,,50.101.150.213,"Oakville, Ontario, CA",Success,,Other.,Mobile Apps and Desktop clients,932baf05-3636-4e6a-b78a-030de920daf6,Edge 18.19044,Windows 10,FALSE,FALSE,Azure AD joined,MFA requirement satisfied by claim in the token,,,Single-factor authentication,,,577,FALSE,Azure AD,Primary refresh token,,66,Not Applied
2022-05-10T11:26:18Z,23fd76db-70f0-4d7a-9b3d-b5fc50e21c01,2b3755d3-9c7e-4ae4-9ffa-8342a12bd8b0,cedce65b-57e2-4278-bb47-cbdd98121a77,Allan Deyoung,alland@contoso.OnMicrosoft.com,member,none,primaryRefreshToken,none,MjNmZDc2ZGItNzBmMC00ZDdhLTliM2QtYjVmYzUwZTIxYzAx,none,Microsoft Teams,1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams Chat Aggregator,b1379a75-ce5e-4fa3-80c6-89bb39bf646c,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,06cd01fc-3f68-43ea-9a3b-xxxxxxxxxxxxx,,50.101.150.213,"Oakville, Ontario, CA",Success,,Other.,Mobile Apps and Desktop clients,932baf05-3636-4e6a-b78a-030de920daf6,Edge 18.19044,Windows 10,FALSE,FALSE,Azure AD joined,MFA requirement satisfied by claim in the token,,,Single-factor authentication,,,577,FALSE,Azure AD,Primary refresh token,,69,Not Applied
