"Date (UTC)","Request ID","Correlation ID","User ID","User","Username","User type","Cross tenant access type","Incoming token type","Authentication Protocol","Unique token identifier","Client credential type","Application","Application ID ","Resource","Resource ID ","Resource tenant ID","Home tenant ID","Home tenant name","IP address","Location","Status","Sign-in error code","Failure reason","Client app","Device ID","Browser","Operating System","Compliant","Managed","Join Type","MFA result","MFA auth method","MFA auth detail","Authentication requirement","Sign-in identifier","IP address (seen by resource)","Autonomous system  number","Flagged for review","Token issuer type","Incoming token type","Token issuer name","Latency","Conditional Access"
"2022-06-03T15:35:31Z","58a49670-0d8f-44c5-b48d-9d8ed3ca4000","10bc7bc5-c691-4664-81f5-3a4786cf2180","cedce65b-57e2-4278-bb47-cbdd98121a77","Allan Deyoung","alland@m365x15549122.onmicrosoft.com","member","none","none","none","NThhNDk2NzAtMGQ4Zi00NGM1LWI0OGQtOWQ4ZWQzY2E0MDAw","none","Microsoft Teams","1fec8e78-bce4-4aaf-ab1b-5451cc387264","Microsoft Teams Services","cc15fd57-2c6c-4117-a88c-83b1d56b4bbe","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","","50.101.150.213","Brantford, Ontario, CA","Success","","Other.","Mobile Apps and Desktop clients","","Edge 18.19044","Windows 10","false","false","","","","","Single-factor authentication","alland@m365x15549122.onmicrosoft.com","","577","false","Azure AD","None","","159","Not Applied"
"2022-06-03T15:34:28Z","80ba0393-66fa-41ff-9eb2-5a4e8c2c2300","eac3eb8b-4113-4ac3-ac6b-9867128b1d9c","340bf85a-d981-4c36-a236-fd2ae92ccb0a","MOD Administrator","admin@m365x15549122.onmicrosoft.com","member","none","none","none","ODBiYTAzOTMtNjZmYS00MWZmLTllYjItNWE0ZThjMmMyMzAw","none","Office365 Shell WCSS-Client","89bee1f7-5e6e-4d8a-9f3d-ecd601259da7","Microsoft Graph","00000003-0000-0000-c000-000000000000","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","","50.101.150.213","Brantford, Ontario, CA","Success","","Other.","Browser","","Edge 102.0.1245","Windows 10","false","false","","","","","Single-factor authentication","","","577","false","Azure AD","None","","120","Not Applied"
"2022-06-03T15:34:28Z","16bc947f-241b-4a7a-8904-f3e657282f00","dbd29c61-f0d5-43b3-936e-d58c4f90b6b1","340bf85a-d981-4c36-a236-fd2ae92ccb0a","MOD Administrator","admin@m365x15549122.onmicrosoft.com","member","none","none","none","MTZiYzk0N2YtMjQxYi00YTdhLTg5MDQtZjNlNjU3MjgyZjAw","none","Office365 Shell WCSS-Client","89bee1f7-5e6e-4d8a-9f3d-ecd601259da7","Office365 Shell WCSS-Server","5f09333a-842c-47da-a157-57da27fcbca5","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","","50.101.150.213","Brantford, Ontario, CA","Success","","Other.","Browser","","Edge 102.0.1245","Windows 10","false","false","","","","","Single-factor authentication","","","577","false","Azure AD","None","","92","Not Applied"
"2022-06-03T15:34:28Z","13f236b1-030c-4940-8b36-2192f7e52900","d6acae86-9a22-4c0e-bc51-8adb485ba588","340bf85a-d981-4c36-a236-fd2ae92ccb0a","MOD Administrator","admin@m365x15549122.onmicrosoft.com","member","none","none","none","MTNmMjM2YjEtMDMwYy00OTQwLThiMzYtMjE5MmY3ZTUyOTAw","none","Office365 Shell WCSS-Client","89bee1f7-5e6e-4d8a-9f3d-ecd601259da7","Microsoft Graph","00000003-0000-0000-c000-000000000000","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","","50.101.150.213","Brantford, Ontario, CA","Success","","Other.","Browser","","Edge 102.0.1245","Windows 10","false","false","","","","","Single-factor authentication","","","577","false","Azure AD","None","","107","Not Applied"
"2022-06-03T15:34:21Z","13f236b1-030c-4940-8b36-21921fe32900","53c63def-6fe8-401c-870a-508348cce582","340bf85a-d981-4c36-a236-fd2ae92ccb0a","MOD Administrator","admin@m365x15549122.onmicrosoft.com","member","none","none","none","MTNmMjM2YjEtMDMwYy00OTQwLThiMzYtMjE5MjFmZTMyOTAw","none","Microsoft Office 365 Portal","00000006-0000-0ff1-ce00-000000000000","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","","50.101.150.213","Brantford, Ontario, CA","Success","","Other.","Browser","","Edge 102.0.1245","Windows 10","false","false","","","","","Single-factor authentication","admin@m365x15549122.onmicrosoft.com","","577","false","Azure AD","None","","109","Not Applied"
"2022-06-03T15:34:17Z","0288d1f6-8260-4163-898c-7f4a679e2700","53c63def-6fe8-401c-870a-508348cce582","340bf85a-d981-4c36-a236-fd2ae92ccb0a","MOD Administrator","admin@m365x15549122.onmicrosoft.com","member","none","none","none","MDI4OGQxZjYtODI2MC00MTYzLTg5OGMtN2Y0YTY3OWUyNzAw","none","Microsoft Office 365 Portal","00000006-0000-0ff1-ce00-000000000000","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","","50.101.150.213","Brantford, Ontario, CA","Interrupted","50140","This occurred due to 'Keep me signed in' interrupt when the user was signing in.","Browser","","Edge 102.0.1245","Windows 10","false","false","","This is an expected part of the login flow, where a user is asked if they want to remain signed into this browser to make further logins easier. For more details, see https://techcommunity.microsoft.com/t5/Azure-Active-Directory/The-new-Azure-AD-sign-in-and-Keep-me-signed-in-experiences/td-p/128267","","","Single-factor authentication","admin@m365x15549122.onmicrosoft.com","","577","false","Azure AD","None","","113","Not Applied"
"2022-06-01T23:37:43Z","de449f1b-36d7-414d-a435-a2a3b9ead400","57e11852-580c-40c7-a627-12ee09978bb5","6e2ddbe3-14f3-4768-903a-05743e12768f","Adele Vance","adelev@m365x15549122.onmicrosoft.com","member","none","primaryRefreshToken","none","ZGU0NDlmMWItMzZkNy00MTRkLWE0MzUtYTJhM2I5ZWFkNDAw","none","Microsoft Teams Web Client","5e3ce6c0-2b1f-4285-8d4b-75ee78787346","Microsoft Teams Services","cc15fd57-2c6c-4117-a88c-83b1d56b4bbe","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","","50.101.150.213","Brantford, Ontario, CA","Success","","Other.","Browser","cc2cf915-358d-4e11-8205-04119b3792f3","Chrome 102.0.5005","Windows 10","false","false","Azure AD registered","","","","Single-factor authentication","","","577","false","Azure AD","Primary refresh token","","256","Not Applied"
"2022-06-01T23:37:41Z","82c64a04-30b8-497d-a1d9-9b64bd6c0801","f062f387-1170-42d4-a9d8-97a995a5a8b9","6e2ddbe3-14f3-4768-903a-05743e12768f","Adele Vance","adelev@m365x15549122.onmicrosoft.com","member","none","primaryRefreshToken","none","ODJjNjRhMDQtMzBiOC00OTdkLWExZDktOWI2NGJkNmMwODAx","none","Microsoft Teams Web Client","5e3ce6c0-2b1f-4285-8d4b-75ee78787346","Microsoft People Cards Service","394866fc-eedb-4f01-8536-3ff84b16be2a","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","","50.101.150.213","Brantford, Ontario, CA","Success","","Other.","Browser","cc2cf915-358d-4e11-8205-04119b3792f3","Chrome 102.0.5005","Windows 10","false","false","Azure AD registered","","","","Single-factor authentication","","","577","false","Azure AD","Primary refresh token","","414","Not Applied"
"2022-06-01T23:37:40Z","de449f1b-36d7-414d-a435-a2a31bead400","bbca9ead-8205-415f-a7f1-9c8090175e4d","6e2ddbe3-14f3-4768-903a-05743e12768f","Adele Vance","adelev@m365x15549122.onmicrosoft.com","member","none","primaryRefreshToken","none","ZGU0NDlmMWItMzZkNy00MTRkLWE0MzUtYTJhMzFiZWFkNDAw","none","Microsoft Teams Web Client","5e3ce6c0-2b1f-4285-8d4b-75ee78787346","Call Recorder","4580fd1d-e5a3-4f56-9ad1-aab0e3bf8f76","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","","50.101.150.213","Brantford, Ontario, CA","Success","","Other.","Browser","cc2cf915-358d-4e11-8205-04119b3792f3","Chrome 102.0.5005","Windows 10","false","false","Azure AD registered","","","","Single-factor authentication","","","577","false","Azure AD","Primary refresh token","","334","Not Applied"
"2022-06-01T23:37:40Z","e3f68214-4e47-421a-82fc-d94c40c41501","0327d950-fe6d-46fb-acdc-98a3ce555488","6e2ddbe3-14f3-4768-903a-05743e12768f","Adele Vance","adelev@m365x15549122.onmicrosoft.com","member","none","primaryRefreshToken","none","ZTNmNjgyMTQtNGU0Ny00MjFhLTgyZmMtZDk0YzQwYzQxNTAx","none","Microsoft Teams Web Client","5e3ce6c0-2b1f-4285-8d4b-75ee78787346","Microsoft Stream Service","2634dd23-5e5a-431c-81ca-11710d9079f4","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","06cd01fc-3f68-43ea-9a3b-1536e3ac709d","","50.101.150.213","Brantford, Ontario, CA","Success","","Other.","Browser","cc2cf915-358d-4e11-8205-04119b3792f3","Chrome 102.0.5005","Windows 10","false","false","Azure AD registered","","","","Single-factor authentication","","","577","false","Azure AD","Primary refresh token","","313","Not Applied"
